"gameID","faction","forceOrg","ROW/Subfaction","alliedFaction","warlordTrait","VPs","warlord","listName"
"0002 - DV","Solar Auxilia","Castellan","","","The Death of Flesh","3","Legate Commander",""
"0002 - DV","Death Guard","Onslaught","Terror Assault","","Strategic Genius","2","Delegatus",""
"0002 - DV","Salamanders","Onslaught","","","Inspiring Presence","10","Delegatus",""
"0002 - DV","Thousand Sons","Onslaught","The Swift Blade","","Paladin of Glory","10","Herald",""
"0002 - DV","Death Guard","Crusade","","","Bitter Blood","1","Champion",""
"0002 - DV","Salamanders","Castellan","","","Intimidating Presence","6","Chaplain",""
"0002 - DV","Solar Auxilia","Leviathan","","","Child of Terra","8","Lord Marshal Ireton MaSade",""
"0002 - DV","Blood Angels","Onslaught","Company of Bitter Iron","","Hell Rider","2","Forge Lord",""
"0002 - DV","Militia & Cults","Castellan","","Salamanders","The Dust of a Thousand Worlds","2","Discipline Master",""
"0002 - DV","Salamanders","Crusade","The Guard of the Crimson King","","Void Master","6","Moritat",""
"0002 - DV","Thousand Sons","Onslaught","","","Master of Defence","11","Primus Nullificator",""
"0002 - DV","Space Wolves","Castellan","","","Favoured of Mars","13","Siege Breaker",""
"0002 - DV","Word Bearers","Crusade","Primarch's Chosen","","Bloody Handed","8","Moritat",""
"0002 - DV","Emperor's Children","Onslaught","The Swift Blade","Space Wolves","Marcher Lord","10","Siege Breaker",""
"0002 - DV","Alpha Legion","Castellan","","Raven Guard","Dread Rites","11","Mortificator",""
"0002 - DV","Raven Guard","Crusade","","White Scars","The Dust of a Thousand Worlds","4","Chaplain",""
"0002 - DV","Emperor's Children","Castellan","Hammerfell Strike Force","","Child of Terra","13","Chaplain",""
"0002 - DV","Questoris Knights","Castellan","","","Bloody Handed","4","Lord Scion",""
"0002 - DV","Dark Angels","Crusade","Angel's Wrath","","Paladin of Glory","14","Champion",""
"0002 - DV","Iron Hands","Onslaught","","","Princeps of Deceit","10","Praetor",""
"0002 - DV","Militia & Cults","Castellan","","","Glorious Renown","7","Rogue Psyker",""
"0002 - DV","Blackshields","Leviathan","The Eskaton Imperative","Shattered Legions","Glorious Renown","2","Champion",""
"0002 - DV","Ultramarines","Crusade","","","Ruthless Tyrant","6","Praetor Tribune",""
"0002 - DV","Night Lords","Leviathan","Armoured Spearhead","","Target Priority","14","Forge Lord",""
"0002 - DV","Ultramarines","Crusade","The Bloodied Gauntlet","","Night Attacker","14","Armistos",""
"0002 - DV","Solar Auxilia","Onslaught","","","Child of Terra","10","Lord Marshal",""
"0002 - DV","Militia & Cults","Leviathan","","Space Wolves","Predictive Augury","10","Discipline Master",""
"0002 - DV","Militia & Cults","Castellan","","","Master of Mechanisms","14","Rogue Psyker",""
"0002 - DV","Raven Guard","Onslaught","","","Ruthless Tyrant","12","Warmonger",""
"0002 - DV","Ultramarines","Castellan","Chymeriae","","Intimidating Presence","5","Herald",""
"0002 - DV","Iron Hands","Onslaught","The Eskaton Imperative","","Master of Defence","9","Primus Nullificator",""
