"PlayerID","gameID","faction","forceOrg","ROW/Subfaction","alliedFaction","warlordTrait","VPs","warlord","listName"
"SE","0434","Night Lords","Leviathan","","Salamanders","Princeps of Deceit","12","Primus Medicae",""
"XW","0435","Shattered Legions","Onslaught","","","Siege Master","11","Champion",""
"PW","0436","Imperial Fists","Crusade","Fury of the Ancients","","Master of Defence","5","Praetor",""
"YU","0437","Dark Angels","Castellan","","","Target Priority","3","Armistos",""
"LA","0438","Blackshields","Leviathan","Creeping Death","","Battlefield Analysis","14","Herald",""
"TH","0439","White Scars","Leviathan","Terror Assault","","Beloved of the People","15","Praevian",""
"SI","0440","Sons of Horus","Crusade","The Logos Lectora","","Night Attacker","3","Esoterist",""
"QG","0441","Questoris Knights","Onslaught","","","Connoisseur of Alien Curios","1","Archmagos Draykavac",""
"NN","0442","Word Bearers","Crusade","","","Lord of the Abyss","15","Praetor Tribune",""
"YG","0443","Iron Hands","Crusade","Pride of the Legion","","Inspiring Presence","14","Praetor",""
"LF","0444","Ultramarines","Leviathan","Terror Assault","","Lord of the Abyss","6","Primus Medicae",""
"MJ","0445","Thousand Sons","Castellan","","","Master of Ambush","10","Delegatus",""
"FS","0446","Salamanders","Onslaught","Decapitation Strike","Blackshields","Perfected Targeting","6","Librarian",""
"TG","0447","Word Bearers","Crusade","","Alpha Legion","Divide to Conquer","14","Forge Lord",""
"LO","0448","Militia & Cults","Castellan","","","Master of the Vanguard","5","Platoon Commander",""
"EZ","0449","Sons of Horus","Onslaught","","Sons of Horus","Marcher Lord","9","Praetor Tribune",""
"YA","0450","Iron Warriors","Crusade","The Stone Gauntlet","","Robber Baron","9","Praetor",""
