"PlayerID","gameID","faction","forceOrg","ROW/Subfaction","alliedFaction","warlordTrait","VPs","warlord","listName"
"CK","0428","Militia & Cults","Onslaught","","Dark Angels","Siege Master","11","Rogue Psyker Alpha",""
"SA","0429","Mechanicum","matrixOfRuin","","","Night Attacker","14","Magos reductor",""
"QM","0430","Militia & Cults","Castellan","","","Glorious Renown","14","Rogue Psyker Alpha",""
"NP","0431","Ultramarines","Crusade","","","Conqueror of Cities","15","Mortificator",""
"SP","0432","Word Bearers","Crusade","Hunter-Killer Mission","","Marcher Lord","11","Esoterist",""
"RD","0433","Imperial Fists","Castellan","Pride of the Legion","","Uncanny Survivor","14","Praevian",""
"AV","0434","Death Guard","Leviathan","","","Ruthless Tyrant","12","Champion",""
"AH","0435","Imperial Fists","Leviathan","Zone Mortalis Assault Force","","Void Walker","3","Vigilator",""
"UY","0436","Shattered Legions","Leviathan","","","Tenacity","1","Primus Nullificator",""
"QS","0437","Shattered Legions","Leviathan","Orbital Assault","","Connoisseur of Alien Curios","9","Siege Breaker",""
"UF","0438","Death Guard","Leviathan","Armoured Spearhead","","Night Attacker","9","Warmonger",""
"FF","0439","Iron Hands","Leviathan","","","The Death of Flesh","7","Mortificator",""
"EN","0440","World Eaters","Onslaught","","Shattered Legions","Void Master","13","Warmonger",""
"NL","0441","World Eaters","Onslaught","Armoured Spearhead","","Legendary Fighter","6","Master of Signals",""
"IJ","0442","Emperor's Children","Onslaught","","","Shattering Bombardment","10","Champion",""
"VK","0443","Imperial Fists","Crusade","","","Ruthless Tyrant","10","Esoterist",""
"FP","0444","Imperial Fists","Castellan","Zone Mortalis Assault Force","Iron Hands","Bloody Handed","9","Praetor Tribune",""
"SD","0445","Sons of Horus","Leviathan","","Ultramarines","Intimidating Presence","2","Librarian",""
"VP","0446","Space Wolves","Onslaught","Outcast Sons","Ultramarines","Target Priority","13","Vigilator",""
"EH","0447","Salamanders","Leviathan","","","Void Walker","10","Chaplain",""
"OT","0448","Ultramarines","Crusade","","Night Lords","Master of Manoeuvre","1","Esoterist",""
"UZ","0449","Death Guard","Onslaught","","","World Burner","1","Centurion",""
"DO","0450","Night Lords","Onslaught","","White Scars","Bitter Blood","13","Forge Lord",""
